transaction_id,trans_date_trans_time,card_number,merchant_name,merchant_category,transaction_amount,gender,transaction_location,Cities,State,dob,fraud_flag
16575,27-06-2020,6540000000000000.0,fraud_Hackett-Lueilwitz,4,294.78,1,701 Wilson Divide,322,14,08-02-1982,1
2160,22-06-2020,6520000000000000.0,"fraud_Schaefer, Fay and Hilll",0,57.39,1,26975 Richardson Mills Apt. 402,697,24,11-06-1958,0
2161,22-06-2020,4260000000000.0,"fraud_Kerluke, Considine and Macejkovic",8,978.39,0,9331 Robert Passage Suite 327,337,15,22-11-1968,0
2162,22-06-2020,4.47e+18,fraud_Prohaska-Murray,2,74.91,0,75703 Hernandez Corner Suite 348,729,8,16-09-1966,0
2163,22-06-2020,3500000000000000.0,"fraud_Raynor, Feest and Miller",2,48.02,1,0110 Ashley Forest,730,46,31-05-1999,0
2164,22-06-2020,4340000000000000.0,fraud_Parisian and Sons,2,78.65,1,30587 Fox Shores Apt. 627,245,37,29-09-1976,0
2165,22-06-2020,30400000000000.0,"fraud_Rowe, Batz and Goodwin",4,99.56,1,2851 Foster Shoals,672,37,02-07-1982,0
2166,22-06-2020,2240000000000000.0,fraud_Huels-Hahn,2,86.87,0,6611 Parrish Garden Apt. 428,779,34,22-06-1963,0
2167,22-06-2020,4840000000000000.0,"fraud_Stroman, Hudson and Erdman",2,67.93,0,516 Brown Parks,437,21,12-04-1979,0
2168,22-06-2020,3560000000000000.0,fraud_Huel Ltd,8,7.86,0,03090 Fisher Forges Apt. 200,807,15,21-10-1930,0
2169,22-06-2020,6520000000000000.0,fraud_Bashirian Group,11,1.35,1,26975 Richardson Mills Apt. 402,697,24,11-06-1958,0
2170,22-06-2020,6010000000000000.0,"fraud_Reichert, Huels and Hoppe",11,3.37,1,231 Flores Pass Suite 720,218,44,21-08-1947,0
2171,22-06-2020,344000000000000.0,"fraud_Cremin, Hamill and Reichel",9,7.2,0,37732 Joe Courts Apt. 752,182,9,05-05-1967,0
2172,22-06-2020,562000000000.0,fraud_Rowe-Vandervort,3,53.49,0,330 Montoya Ramp,772,7,14-03-1986,0
2173,22-06-2020,3520000000000000.0,"fraud_Yost, Block and Koepp",9,8.39,0,94225 Smith Springs Apt. 617,765,8,07-05-1986,1
260192,25-09-2020,2290000000000000.0,fraud_Kiehn-Emmerich,4,334.14,0,2788 Brittney Island,74,23,27-05-1950,1
2174,22-06-2020,213000000000000.0,fraud_Miller-Hauck,4,116.13,1,7055 Fernandez Estates Apt. 676,123,19,14-01-1969,0
2175,22-06-2020,30200000000000.0,fraud_Bins-Rice,2,106.6,1,3304 Hernandez Run,3,21,06-04-1958,0
2176,22-06-2020,378000000000000.0,fraud_DuBuque LLC,4,109.67,1,7421 Serrano Lane Apt. 580,603,41,22-02-1969,0
2177,22-06-2020,377000000000000.0,fraud_Torp-Labadie,2,57.31,0,1898 Parker Fork Apt. 057,623,23,27-10-1974,0
2178,22-06-2020,4.38e+18,fraud_Lockman Ltd,4,76.02,1,93914 Gregory Via,546,4,03-01-1974,0
2179,22-06-2020,568000000000.0,fraud_Bins-Rice,2,67.17,1,6139 Mark Rapid Apt. 651,132,27,01-05-1991,0
2180,22-06-2020,345000000000000.0,"fraud_Stroman, Hudson and Erdman",2,57.5,1,78652 Scott Ports,32,18,03-04-1960,0
2181,22-06-2020,2580000000000000.0,fraud_Kiehn Inc,4,83.67,1,126 Underwood Drive,665,4,05-08-1959,0
2182,22-06-2020,4.1e+18,"fraud_Tillman, Dickinson and Labadie",2,106.66,1,715 Courtney Pike Suite 932,369,42,13-06-1987,0
2183,22-06-2020,3590000000000000.0,fraud_Jakubowski Group,1,106.82,1,923 Jordan Road,3,22,29-06-1935,0
2184,22-06-2020,6600000000000000.0,"fraud_Roob, Conn and Tremblay",12,2.95,0,72030 Shelton Crossing Apt. 742,717,30,11-09-1969,0
2185,22-06-2020,676000000000.0,fraud_Douglas-White,0,78.7,0,07177 William Dale Apt. 547,667,4,25-04-1961,0
2186,22-06-2020,4100000000000000.0,fraud_Friesen-Stamm,2,82.46,0,901 Todd Gardens Apt. 466,501,4,19-09-1988,0
2187,22-06-2020,6010000000000000.0,fraud_Smith-Stokes,9,316.82,0,1652 James Mews,323,34,15-09-1988,0
2188,22-06-2020,4430000000000000.0,fraud_Boyer-Reichert,11,19.64,0,4456 Dunn Roads,462,5,04-11-1939,0
2189,22-06-2020,630000000000.0,fraud_Heller-Langosh,2,80.61,0,2870 Bean Terrace Apt. 756,733,48,29-08-1981,0
2190,22-06-2020,213000000000000.0,fraud_Heller-Langosh,2,59.11,0,37426 Olson Villages,350,37,13-09-1972,0
2191,22-06-2020,4860000000000000.0,fraud_Kuhic Inc,4,122.83,0,383 Long Islands,202,33,25-02-1990,0
2192,22-06-2020,3560000000000000.0,fraud_Dickinson-Rempel,9,5.54,0,6638 Lucero Mill Suite 952,367,42,26-01-1931,0
2193,22-06-2020,6550000000000000.0,fraud_Hudson-Grady,12,696.77,0,07712 Marcus Divide Apt. 831,388,4,22-12-1969,0
2194,22-06-2020,4480000000000000.0,fraud_Miller-Harris,8,4.68,0,4938 Hatfield Course,318,48,30-08-1946,0
2195,22-06-2020,4010000000000000.0,"fraud_Goldner, Kovacek and Abbott",4,326.94,1,458 Phillips Island Apt. 768,193,17,31-05-1994,1
2196,22-06-2020,213000000000000.0,fraud_Cole PLC,4,141.95,1,079 Chelsea Rest,58,33,04-06-1962,0
2197,22-06-2020,30300000000000.0,fraud_Hintz-Bruen,3,70.93,0,77872 Andrea Glen Apt. 543,248,44,21-11-1976,0
2198,22-06-2020,4.47e+18,fraud_Friesen-Stamm,2,63.51,1,4005 Dana Glens,466,18,22-11-1980,0
2199,22-06-2020,60427851591.0,fraud_Fisher Inc,11,98.38,1,3426 David Divide Suite 717,107,35,30-06-1976,0
2200,22-06-2020,502000000000.0,"fraud_Hayes, Marquardt and Dibbert",8,9.08,0,144 Yu Locks Apt. 754,261,33,20-09-1945,0
2201,22-06-2020,376000000000000.0,fraud_Bailey-Morar,4,81.19,0,94431 Matthew Mall Suite 296,593,6,06-04-1973,0
2202,22-06-2020,3600000000000000.0,"fraud_Schaefer, McGlynn and Bosco",2,62.6,0,23843 Scott Island,71,11,25-03-1988,0
2203,22-06-2020,5460000000000000.0,fraud_Hickle Group,12,5.86,0,658 Diane Glen Apt. 677,536,37,25-05-1954,0
2204,22-06-2020,3510000000000000.0,fraud_Corwin-Collins,2,62.83,0,343 Hannah Parkway,154,48,30-07-1959,0
2205,22-06-2020,3560000000000000.0,fraud_Lockman Ltd,4,72.19,0,6638 Lucero Mill Suite 952,367,42,26-01-1931,0
2206,22-06-2020,2230000000000000.0,"fraud_Hoppe, Harris and Bednar",0,74.89,0,67089 Caitlin Meadow Apt. 905,719,24,16-01-1960,0
2207,22-06-2020,630000000000.0,"fraud_Kerluke, Considine and Macejkovic",8,240.16,0,2870 Bean Terrace Apt. 756,733,48,29-08-1981,0
2208,22-06-2020,180000000000000.0,"fraud_Tillman, Fritsch and Schmitt",8,7.65,0,82468 Michelle Village Suite 556,360,13,20-01-1992,0
2209,22-06-2020,4290000000000000.0,fraud_Dach-Borer,3,29.35,0,979 Stewart Lake,513,39,31-12-1986,0
2210,22-06-2020,676000000000.0,fraud_Schmeler Inc,9,9.39,0,222 Freeman Islands,804,9,25-03-1950,0
2211,22-06-2020,4.5e+18,"fraud_Cormier, Stracke and Thiel",0,285.77,0,1025 Robin Square,31,2,27-08-1926,0
2212,22-06-2020,5540000000000000.0,fraud_Friesen-Stamm,2,83.61,1,329 Michael Extension,402,18,04-04-1985,0
2213,22-06-2020,504000000000.0,fraud_Kemmer-Reinger,3,65.23,1,27203 Darrell Landing,659,8,12-09-1976,0
2214,22-06-2020,346000000000000.0,fraud_Kling Inc,2,65.22,0,27479 Reeves Dale,802,19,19-03-1985,0
2215,22-06-2020,375000000000000.0,fraud_Bednar Group,8,1.42,1,61390 Hayes Port,643,21,05-11-1971,0
19034,28-06-2020,3570000000000000.0,"fraud_Schumm, Bauch and Ondricka",4,319.53,0,526 Stacy Walks,45,40,30-10-1969,1
2216,22-06-2020,30400000000000.0,"fraud_Raynor, Feest and Miller",2,53.56,1,00821 Joanna Meadow,178,47,30-09-1967,0
2217,22-06-2020,3510000000000000.0,"fraud_Eichmann, Bogan and Rodriguez",2,73.79,1,9554 Flores Drive,29,23,31-03-1985,0
2218,22-06-2020,3530000000000000.0,"fraud_Eichmann, Bogan and Rodriguez",2,51.91,0,2838 White Fields Apt. 473,102,39,05-12-1974,0
2219,22-06-2020,342000000000000.0,fraud_Morar Inc,3,46.7,1,6366 French Field,444,33,23-05-1978,0
2220,22-06-2020,4150000000000000.0,"fraud_Kutch, Hermiston and Farrell",2,61.61,1,354 Gutierrez Gateway,155,22,26-07-1944,0
2221,22-06-2020,4640000000000.0,"fraud_Connelly, Reichert and Fritsch",2,67.72,1,1831 Faith View Suite 653,135,11,13-07-1990,0
2222,22-06-2020,4.8e+18,fraud_Huels-Hahn,2,47.74,0,3310 Davidson Spurs Apt. 107,556,14,13-03-1991,0
2223,22-06-2020,6530000000000000.0,fraud_Pfeffer LLC,3,6.57,0,29606 Martinez Views Suite 653,324,45,19-03-1998,0
2224,22-06-2020,4640000000000000.0,fraud_Barton Inc,4,115.2,0,320 Nicholson Orchard,734,43,23-04-1987,0
2225,22-06-2020,4670000000000000.0,fraud_Jacobi and Sons,12,4.32,1,3653 Ryan Crossroad,22,14,25-07-1955,0
2226,22-06-2020,6010000000000000.0,fraud_Schamberger-O'Keefe,4,168.58,1,95488 Cabrera Well,445,34,17-12-1943,0
2227,22-06-2020,3560000000000000.0,fraud_Weber and Sons,1,190.63,1,8840 Miller Port Suite 645,347,4,06-05-1955,0
2228,22-06-2020,213000000000000.0,fraud_Murray-Smitham,4,142.08,1,079 Chelsea Rest,58,33,04-06-1962,0
2229,22-06-2020,4.91e+18,fraud_Bins-Rice,2,65.27,1,838 Franklin Prairie Apt. 902,373,8,13-02-1987,0
2230,22-06-2020,6010000000000000.0,"fraud_Osinski, Ledner and Leuschke",4,54.15,0,2807 Parker Station Suite 080,711,22,04-12-1995,0
2231,22-06-2020,30100000000000.0,fraud_Dach-Nader,8,297.99,0,99736 Rose Shoals Apt. 504,490,37,26-10-1987,0
2232,22-06-2020,3580000000000000.0,"fraud_Roob, Conn and Tremblay",12,9.66,1,42965 Christopher Fords Suite 659,526,2,08-08-1966,0
2233,22-06-2020,348000000000000.0,fraud_Sporer Inc,2,92.52,1,7428 Martinez Flats,460,8,23-01-1957,0
2234,22-06-2020,4750000000000.0,fraud_Parisian and Sons,2,48.37,0,6114 Adams Harbor Suite 096,376,14,07-10-1998,0
2235,22-06-2020,6570000000000000.0,fraud_Stiedemann Ltd,1,32.56,0,5449 Brandi Heights Apt. 111,747,35,18-06-1968,0
2236,22-06-2020,213000000000000.0,fraud_McDermott-Weimann,4,111.2,0,37426 Olson Villages,350,37,13-09-1972,0
2237,22-06-2020,4.86e+18,fraud_Howe Ltd,9,12.21,0,65417 Walsh Radial Suite 691,656,17,16-12-1977,0
2238,22-06-2020,213000000000000.0,fraud_Schamberger-O'Keefe,4,103.31,0,3270 Scott Islands,213,20,17-04-1970,0
2239,22-06-2020,30400000000000.0,fraud_Christiansen-Gusikowski,9,69.52,1,88325 Brandon Greens Apt. 477,196,21,20-11-1969,0
2240,22-06-2020,4.04e+18,fraud_Kiehn Inc,4,106.68,1,24255 Bryan Square,566,27,20-03-1983,0
2241,22-06-2020,4.48e+18,fraud_Kerluke PLC,8,1.72,0,0107 Clements Point,19,43,29-12-1992,0
2242,22-06-2020,3560000000000000.0,"fraud_Casper, Hand and Zulauf",4,65.29,0,0925 Lang Extensions,686,27,17-12-1989,0
2243,22-06-2020,6010000000000000.0,"fraud_Greenfelder, Bartoletti and Davis",8,83.54,1,8617 Holmes Terrace Suite 651,750,19,11-12-1979,0
2244,22-06-2020,3570000000000000.0,"fraud_Altenwerth, Cartwright and Koss",11,6.0,1,785 Kevin Walk Suite 237,86,28,20-06-1967,0
2245,22-06-2020,676000000000.0,"fraud_Reilly, Heaney and Cole",2,39.8,0,285 George Lake,56,37,09-06-2000,0
2246,22-06-2020,4.09e+18,fraud_Kuhic Inc,4,140.51,1,478 Alexandria Mount,77,26,07-12-1945,0
2247,22-06-2020,180000000000000.0,"fraud_Connelly, Reichert and Fritsch",2,67.03,1,5036 Victoria Ports Suite 249,230,37,01-11-1969,0
2248,22-06-2020,2260000000000000.0,"fraud_Nitzsche, Kessler and Wolff",12,7.18,1,39631 Dunn Radial,276,29,11-04-1948,0
2249,22-06-2020,2660000000000000.0,"fraud_Nicolas, Hills and McGlynn",0,5.58,1,04139 Johnson Prairie Suite 401,196,21,01-11-1946,0
2250,22-06-2020,3530000000000000.0,"fraud_Rohan, White and Aufderhar",8,24.25,0,32343 Saunders Course,201,13,13-09-1984,0
2251,22-06-2020,4.29e+18,"fraud_Zieme, Bode and Dooley",2,64.95,1,35822 Clayton Street Apt. 679,278,19,09-06-1973,0
2252,22-06-2020,213000000000000.0,fraud_DuBuque LLC,4,237.7,0,05050 Rogers Well Apt. 439,637,49,01-08-1984,0
2253,22-06-2020,3600000000000000.0,fraud_Cartwright-Harris,4,83.42,1,25360 Mcgee Forge,185,2,25-04-1957,0
2254,22-06-2020,572000000000.0,fraud_Rau and Sons,4,88.42,0,005 Cody Estates,425,16,02-04-1952,0
2255,22-06-2020,3590000000000000.0,fraud_Erdman-Kertzmann,2,67.66,1,32941 Krystal Mill Apt. 552,740,8,25-07-1987,0
2256,22-06-2020,4550000000000000.0,fraud_Hackett-Lueilwitz,4,90.0,0,9471 Wong Islands,441,34,29-05-1968,0
2257,22-06-2020,676000000000.0,fraud_Schmitt Ltd,8,27.97,0,6682 Green Forks,550,30,13-03-1994,0
2258,22-06-2020,3520000000000000.0,"fraud_Osinski, Ledner and Leuschke",4,353.08,0,94225 Smith Springs Apt. 617,765,8,07-05-1986,1
2259,22-06-2020,4070000000000.0,fraud_Klocko LLC,8,2.67,0,3423 Michael Canyon Suite 276,633,16,07-03-1931,0
2260,22-06-2020,30500000000000.0,fraud_Miller-Hauck,4,85.66,0,6313 Scott Trace,648,13,02-06-1975,0
2261,22-06-2020,38600000000000.0,fraud_Cummerata-Jones,2,42.37,0,3047 Jeff Place,443,42,23-11-1990,0
2262,22-06-2020,4650000000000000.0,fraud_Hamill-Daugherty,8,4.85,0,43075 Cohen Shoals,33,46,14-09-1956,0
2263,22-06-2020,3510000000000000.0,fraud_Dach-Borer,3,36.67,1,663 Ramirez Trace Apt. 951,341,1,01-04-1973,0
2264,22-06-2020,2660000000000000.0,fraud_Hackett-Lueilwitz,4,85.53,1,04139 Johnson Prairie Suite 401,196,21,01-11-1946,0
2265,22-06-2020,4480000000000000.0,"fraud_Bahringer, Schoen and Corkery",12,3.31,0,4938 Hatfield Course,318,48,30-08-1946,0
2266,22-06-2020,4.21e+18,fraud_Kuphal-Bartoletti,8,69.03,1,82073 Jessica Camp,788,9,16-01-1982,0
2267,22-06-2020,4.72e+18,fraud_Barrows PLC,12,2.25,1,463 Willie Estates,104,35,30-03-1941,0
2268,22-06-2020,371000000000000.0,"fraud_Tillman, Dickinson and Labadie",2,75.53,0,85430 Julie Trafficway Suite 792,503,13,24-12-1974,0
2269,22-06-2020,2230000000000000.0,fraud_Kiehn-Emmerich,4,106.55,0,73869 Connie Prairie,766,9,15-01-1957,0
2270,22-06-2020,180000000000000.0,fraud_Jaskolski-Vandervort,8,449.25,0,57887 Gutierrez Harbor,797,36,19-05-1961,0
2271,22-06-2020,4260000000000.0,fraud_Huels-Nolan,2,42.54,0,0374 Courtney Islands Apt. 400,189,16,04-08-1997,0
2272,22-06-2020,30200000000000.0,"fraud_Goldner, Kovacek and Abbott",4,106.26,0,5395 Colon Burgs Suite 037,736,42,02-01-1976,0
2273,22-06-2020,30100000000000.0,fraud_Beier-Hyatt,12,8.31,1,5270 Megan Burg Suite 756,294,22,06-01-1942,0
2274,22-06-2020,6010000000000000.0,fraud_Trantow PLC,3,70.81,0,19838 Tonya Prairie Apt. 947,641,23,26-10-1988,0
2275,22-06-2020,30400000000000.0,fraud_McDermott-Weimann,4,81.83,1,88325 Brandon Greens Apt. 477,196,21,20-11-1969,0
2276,22-06-2020,4590000000000000.0,fraud_Vandervort-Funk,4,92.62,0,12444 Jacob Pines,523,20,12-04-1976,0
2277,22-06-2020,4.5e+18,fraud_Goyette Inc,11,224.63,0,1025 Robin Square,31,2,27-08-1926,0
2278,22-06-2020,4450000000000000.0,fraud_Goyette Inc,11,4.73,0,84079 Thomas Burgs,742,4,05-07-1954,0
2279,22-06-2020,30100000000000.0,fraud_Prohaska-Murray,2,74.8,0,02018 Gary Key Apt. 911,346,23,27-11-1992,0
2280,22-06-2020,630000000000.0,"fraud_Ruecker, Beer and Collier",11,6.3,0,759 Erin Mount Suite 956,451,42,26-07-1965,0
2281,22-06-2020,30200000000000.0,fraud_Dach-Borer,3,79.95,0,5395 Colon Burgs Suite 037,736,42,02-01-1976,0
2282,22-06-2020,3600000000000000.0,fraud_O'Keefe-Hudson,4,65.67,1,3283 James Station,244,26,14-05-1993,0
2283,22-06-2020,3570000000000000.0,"fraud_Douglas, Schneider and Turner",12,4.15,0,14601 Downs Skyway Apt. 440,714,42,19-03-1962,0
2284,22-06-2020,4550000000000000.0,fraud_Cormier LLC,11,15.05,0,9471 Wong Islands,441,34,29-05-1968,0
22236,29-06-2020,4.76e+18,fraud_Lemke-Gutmann,11,969.7,0,69608 Perez Mountain Apt. 006,768,2,02-05-1986,1
2285,22-06-2020,213000000000000.0,"fraud_Schultz, Simonis and Little",4,56.16,1,822 Austin Spur,531,14,07-10-1959,0
2286,22-06-2020,180000000000000.0,fraud_Murray Ltd,3,70.68,0,982 Melissa Lock,42,47,20-11-1974,0
2287,22-06-2020,4170000000000000.0,"fraud_Lockman, West and Runte",4,70.63,0,55363 Aaron Circle Suite 450,401,37,15-02-1972,0
2288,22-06-2020,4290000000000.0,"fraud_Raynor, Feest and Miller",2,71.43,0,1980 Vasquez Manors Apt. 574,121,44,23-08-1940,0
263369,26-09-2020,4.65e+18,"fraud_Dare, Casper and Bartoletti",7,17.31,0,576 House Crossroad,795,33,25-06-1990,1
2289,22-06-2020,6550000000000000.0,"fraud_Johnson, Runolfsdottir and Mayer",8,8.55,0,07712 Marcus Divide Apt. 831,388,4,22-12-1969,0
2290,22-06-2020,4540000000000.0,"fraud_Greenholt, O'Hara and Balistreri",11,2.53,1,3539 Mckenzie Stream,238,30,28-05-1967,0
2291,22-06-2020,6520000000000000.0,fraud_Kling Inc,2,70.3,1,560 Molina Path,544,33,13-04-1953,0
2292,22-06-2020,6550000000000000.0,fraud_Kiehn Inc,4,92.45,0,07712 Marcus Divide Apt. 831,388,4,22-12-1969,0
2293,22-06-2020,4170000000000000.0,"fraud_Kovacek, Dibbert and Ondricka",4,64.66,1,47144 Roberts Keys,479,30,05-10-1978,0
2294,22-06-2020,3520000000000000.0,"fraud_Raynor, Reinger and Hagenes",2,106.21,1,04975 Allison Shoal,96,33,09-11-1990,0
2295,22-06-2020,3500000000000000.0,fraud_Friesen-Stamm,2,56.88,1,0110 Ashley Forest,730,46,31-05-1999,0
2296,22-06-2020,4450000000000000.0,fraud_Kunze Inc,4,99.54,1,941 Adam Stravenue,510,42,30-07-1980,0
2297,22-06-2020,4240000000000000.0,fraud_Goyette Inc,11,3.97,1,9134 Darryl Flat Suite 916,576,34,27-03-1936,0
2298,22-06-2020,4170000000000.0,fraud_Pacocha-Bauch,12,5.21,0,6744 Jimmy Extensions,599,33,27-09-1962,0
2299,22-06-2020,213000000000000.0,fraud_Torp-Labadie,2,49.42,1,464 Newman Crossroad,473,47,18-03-2004,0
2300,22-06-2020,6540000000000000.0,fraud_Parisian and Sons,2,73.1,1,152 James Centers Apt. 768,196,21,19-06-1967,0
2301,22-06-2020,4980000000000.0,fraud_Durgan-Auer,8,14.13,1,7854 Stephanie Island Suite 788,327,34,03-04-1946,0
2302,22-06-2020,4420000000000000.0,fraud_Emard Inc,2,74.97,0,23220 Eaton Harbors,379,34,12-11-1957,0
2303,22-06-2020,30200000000000.0,fraud_Kutch LLC,2,92.12,1,3603 Mitchell Court,812,48,24-03-1980,0
2304,22-06-2020,342000000000000.0,fraud_Kutch LLC,2,95.03,1,8580 Moore Cove,769,0,09-11-1939,0
2305,22-06-2020,345000000000000.0,fraud_Dooley-Thompson,8,2.71,0,2924 Bobby Trafficway,678,8,30-01-1986,0
2306,22-06-2020,4670000000000000.0,fraud_Terry-Huel,11,4.39,0,0953 David Skyway,174,9,14-08-1947,0
2307,22-06-2020,6540000000000000.0,fraud_Harber Inc,2,54.02,0,2887 Olson Road Suite 439,474,22,28-10-1967,0
2308,22-06-2020,30300000000000.0,"fraud_Casper, Hand and Zulauf",4,139.99,0,8011 Chapman Tunnel Apt. 568,73,4,27-05-1967,0
2309,22-06-2020,180000000000000.0,"fraud_Mosciski, Gislason and Mertz",4,69.41,1,145 Jeffrey Key Suite 668,394,21,15-01-1976,0
2310,22-06-2020,213000000000000.0,"fraud_Huel, Hammes and Witting",4,115.43,1,7369 Gabriel Tunnel,594,21,09-02-1994,0
2311,22-06-2020,4450000000000000.0,fraud_Cummerata-Jones,2,76.14,0,84079 Thomas Burgs,742,4,05-07-1954,0
2312,22-06-2020,346000000000000.0,"fraud_Hayes, Marquardt and Dibbert",8,8.43,0,27479 Reeves Dale,802,19,19-03-1985,0
2313,22-06-2020,344000000000000.0,fraud_Fisher-Schowalter,11,11.09,0,835 Reese Views Suite 884,332,39,16-11-1949,0
2314,22-06-2020,3590000000000000.0,fraud_Fisher-Schowalter,11,67.9,0,1007 Colton Forks,331,44,15-08-1935,0
2315,22-06-2020,4940000000000000.0,"fraud_Schumm, Bauch and Ondricka",4,197.35,0,3531 Hamilton Highway,642,42,07-11-1990,0
2316,22-06-2020,213000000000000.0,fraud_McGlynn-Jaskolski,9,238.46,0,034 Kimberly Mountains,87,8,30-11-1978,0
2317,22-06-2020,4070000000000000.0,"fraud_Moore, Dibbert and Koepp",8,2.16,0,44089 Carrie Crossing Suite 954,241,42,09-04-1967,0
2318,22-06-2020,573000000000.0,fraud_Denesik and Sons,12,5.91,0,46095 Tara Fords,354,29,17-04-1950,0
2319,22-06-2020,373000000000000.0,"fraud_Mosciski, Gislason and Mertz",4,164.43,0,26544 Andrea Glen,268,21,18-06-1985,0
2320,22-06-2020,4730000000000000.0,fraud_Pacocha-Bauch,12,21.22,0,118 Justin Extension,54,1,30-05-1929,0
2321,22-06-2020,213000000000000.0,fraud_Prohaska-Murray,2,58.91,1,725 Jo Trace Apt. 102,267,4,30-07-1982,0
2322,22-06-2020,3520000000000000.0,"fraud_Altenwerth, Cartwright and Koss",11,9.23,1,43809 Kenneth Circles Suite 152,755,48,16-10-1941,0
2323,22-06-2020,4460000000000.0,"fraud_Ferry, Reichel and DuBuque",3,84.4,0,118 Cabrera Springs Apt. 105,397,8,24-01-1990,0
2324,22-06-2020,2240000000000000.0,fraud_Strosin-Cruickshank,4,112.97,0,2027 Snyder Track,442,49,16-12-1980,0
26780,30-06-2020,30600000000000.0,fraud_Herzog Ltd,9,8.13,0,1441 Bradley Place,290,26,14-11-1973,1
2325,22-06-2020,5000000000000000.0,fraud_Miller-Harris,8,32.13,0,2819 Luke Greens Suite 563,366,23,18-11-1987,0
2326,22-06-2020,4.49e+18,"fraud_Weimann, Kuhic and Beahan",12,222.15,0,5745 Blair Locks,784,39,23-08-1929,0
2327,22-06-2020,630000000000.0,fraud_Flatley-Durgan,8,1.22,0,759 Erin Mount Suite 956,451,42,26-07-1965,0
2328,22-06-2020,6590000000000000.0,fraud_Kuhic Inc,4,102.57,0,58188 Madison Meadow Apt. 949,162,33,12-06-1983,0
2329,22-06-2020,213000000000000.0,fraud_Strosin-Cruickshank,4,130.44,0,4664 Sanchez Common Suite 930,85,39,03-06-1984,0
2330,22-06-2020,3600000000000000.0,fraud_Kilback LLC,4,63.81,1,707 Butler Parkways Apt. 747,555,28,10-10-1995,0
2331,22-06-2020,3600000000000000.0,fraud_Rodriguez Group,2,69.94,0,23843 Scott Island,71,11,25-03-1988,0
2332,22-06-2020,30100000000000.0,fraud_Huels-Nolan,2,75.51,0,44197 Jeffrey Port Suite 050,91,30,17-08-1980,0
2333,22-06-2020,4.97e+18,"fraud_Greenholt, O'Hara and Balistreri",11,31.55,0,8986 Fitzgerald Plains,814,2,27-09-1965,0
2334,22-06-2020,4950000000000000.0,fraud_Kutch-Hegmann,3,73.26,0,75533 Tamara Valleys,416,13,15-06-1976,0
2335,22-06-2020,374000000000000.0,"fraud_Stokes, Christiansen and Sipes",3,36.33,0,554 Mcdonald Valley Apt. 539,463,42,12-11-1970,0
266280,27-09-2020,373000000000000.0,fraud_Bednar Group,8,933.69,0,53199 Laurie Mills Apt. 864,381,31,02-02-1956,1
2336,22-06-2020,377000000000000.0,fraud_Heidenreich PLC,4,112.95,0,1898 Parker Fork Apt. 057,623,23,27-10-1974,0
2337,22-06-2020,372000000000000.0,fraud_Smith-Stokes,9,3.19,1,0495 Baker Manors,559,33,09-06-1949,0
2338,22-06-2020,30600000000000.0,fraud_Bauch-Raynor,4,127.77,1,558 Michael Estates,431,23,13-02-1966,0
2339,22-06-2020,6010000000000000.0,fraud_Bernhard Inc,2,74.88,1,321 Camacho Causeway,80,30,05-07-1993,0
2340,22-06-2020,5360000000000000.0,fraud_Corwin-Collins,2,71.67,1,1833 Jeanette Stravenue,59,25,29-06-1975,0
2341,22-06-2020,4.22e+18,"fraud_Langworth, Boehm and Gulgowski",11,93.02,1,27718 Mason Bypass,500,34,30-05-1974,0
2342,22-06-2020,342000000000000.0,fraud_Ledner-Pfannerstill,2,39.45,1,8580 Moore Cove,769,0,09-11-1939,0
2343,22-06-2020,376000000000000.0,"fraud_Turcotte, McKenzie and Koss",0,5.96,1,62931 Ralph Court,392,8,28-09-1961,0
2344,22-06-2020,180000000000000.0,fraud_Runolfsson and Sons,3,40.04,0,35440 Ryan Islands,534,47,06-01-1942,0
2345,22-06-2020,3510000000000000.0,fraud_Ortiz Group,3,53.77,0,954 Reyes Ways,254,40,26-06-1955,0
2346,22-06-2020,4680000000000.0,fraud_Lockman Ltd,4,98.75,1,8925 Nicholas Points,221,17,01-07-1972,0
2347,22-06-2020,376000000000000.0,fraud_Huel-Langworth,8,9.1,1,25036 Contreras Turnpike Suite 270,612,42,15-12-1943,0
2348,22-06-2020,30500000000000.0,"fraud_Zboncak, Rowe and Murazik",11,30.31,0,144 Martinez Curve,128,14,05-01-1955,0
2349,22-06-2020,342000000000000.0,fraud_Zemlak Group,8,23.98,0,5619 Mendoza Inlet,364,9,08-06-1990,0
2350,22-06-2020,6010000000000000.0,fraud_Gerlach Inc,11,6.85,0,44259 Beth Station Suite 215,389,35,06-07-1952,0
2351,22-06-2020,180000000000000.0,fraud_Wuckert-Walter,3,63.61,1,3337 Lisa Divide,662,8,28-02-1989,0
2352,22-06-2020,4250000000000.0,"fraud_Cremin, Hamill and Reichel",9,48.91,0,46297 Benjamin Plains Suite 703,773,34,09-03-1939,0
2353,22-06-2020,4290000000000.0,fraud_Hudson-Ratke,4,97.94,0,1980 Vasquez Manors Apt. 574,121,44,23-08-1940,0
2354,22-06-2020,2720000000000000.0,fraud_Lesch Ltd,12,1.48,0,8030 Walker Heights,60,40,17-09-1940,0
2355,22-06-2020,6010000000000000.0,"fraud_Stokes, Christiansen and Sipes",3,44.26,0,19838 Tonya Prairie Apt. 947,641,23,26-10-1988,0
2356,22-06-2020,4600000000000000.0,"fraud_Swift, Bradtke and Marquardt",3,46.46,0,00315 Ashley Valleys,108,15,18-11-1997,0
